Domain,Base Domain,Canonical URL,Agency,Branch,Participates in DAP?
www.monahrq.ahrq.gov,ahrq.gov,http://www.monahrq.ahrq.gov,Department of Health And Human Services,Executive,No
www.pbrn.ahrq.gov,ahrq.gov,https://www.pbrn.ahrq.gov,Department of Health And Human Services,Executive,No
www.pcmh.ahrq.gov,ahrq.gov,https://www.pcmh.ahrq.gov,Department of Health And Human Services,Executive,No
www.psnet.ahrq.gov,ahrq.gov,http://www.psnet.ahrq.gov,Department of Health And Human Services,Executive,No
www.pso.ahrq.gov,ahrq.gov,https://www.pso.ahrq.gov,Department of Health And Human Services,Executive,No
www.qualityindicators.ahrq.gov,ahrq.gov,http://www.qualityindicators.ahrq.gov,Department of Health And Human Services,Executive,No
www.qualitymeasures.ahrq.gov,ahrq.gov,https://www.qualitymeasures.ahrq.gov,Department of Health And Human Services,Executive,No
www.search.ahrq.gov,ahrq.gov,http://www.search.ahrq.gov,Department of Health And Human Services,Executive,No
www.sopsdatabase.ahrq.gov,ahrq.gov,http://www.sopsdatabase.ahrq.gov,Department of Health And Human Services,Executive,No
www.srdr.ahrq.gov,ahrq.gov,http://www.srdr.ahrq.gov,Department of Health And Human Services,Executive,No
www.srdr.training.ahrq.gov,ahrq.gov,http://www.srdr.training.ahrq.gov,Department of Health And Human Services,Executive,No
www.talkingquality.ahrq.gov,ahrq.gov,http://www.talkingquality.ahrq.gov,Department of Health And Human Services,Executive,No
www.teamstepps.ahrq.gov,ahrq.gov,http://www.teamstepps.ahrq.gov,Department of Health And Human Services,Executive,No
www.webmm.ahrq.gov,ahrq.gov,http://www.webmm.ahrq.gov,Department of Health And Human Services,Executive,No
aids.gov,aids.gov,https://www.aids.gov,Department of Health And Human Services,Executive,Yes
autodiscover.aids.gov,aids.gov,http://autodiscover.aids.gov,Department of Health And Human Services,Executive,No
blog.aids.gov,aids.gov,https://blog.aids.gov,Department of Health And Human Services,Executive,No
facing.aids.gov,aids.gov,http://facing.aids.gov,Department of Health And Human Services,Executive,No
locator.aids.gov,aids.gov,https://locator.aids.gov,Department of Health And Human Services,Executive,No
search.aids.gov,aids.gov,http://search.aids.gov,Department of Health And Human Services,Executive,Yes
www.locator.aids.gov,aids.gov,http://www.locator.aids.gov,Department of Health And Human Services,Executive,No
airnow.gov,airnow.gov,https://airnow.gov,Environmental Protection Agency,Executive,Yes
alaskacenters.gov,alaskacenters.gov,https://alaskacenters.gov,Department of the Interior,Executive,Yes
cms.alaskacenters.gov,alaskacenters.gov,https://cms.alaskacenters.gov,Department of the Interior,Executive,No
altusandc.gov,altusandc.gov,http://www.altusandc.gov,Department of Defense,Executive,Yes
ama.gov,ama.gov,https://www.ama.gov,Department of the Treasury,Executive,No
qa-future.ama.gov,ama.gov,http://qa-future.ama.gov,Department of the Treasury,Executive,No
qa.ama.gov,ama.gov,http://qa.ama.gov,Department of the Treasury,Executive,No
america.gov,america.gov,https://america.gov,Department of State,Executive,No
blogs.america.gov,america.gov,https://blogs.america.gov,Department of State,Executive,No
climate.america.gov,america.gov,https://climate.america.gov,Department of State,Executive,No
crm.america.gov,america.gov,http://crm.america.gov,Department of State,Executive,No
edit.america.gov,america.gov,http://edit.america.gov,Department of State,Executive,No
events.america.gov,america.gov,https://events.america.gov,Department of State,Executive,No
share.america.gov,america.gov,https://share.america.gov,Department of State,Executive,Yes
static.america.gov,america.gov,https://static.america.gov,Department of State,Executive,No
utils.america.gov,america.gov,https://utils.america.gov,Department of State,Executive,No
www.share.america.gov,america.gov,http://www.share.america.gov,Department of State,Executive,No
static.americasheroesatwork.gov,americasheroesatwork.gov,http://static.americasheroesatwork.gov,Department of Labor,Executive,No
americathebeautifulquarters.gov,americathebeautifulquarters.gov,https://americathebeautifulquarters.gov,Department of the Treasury,Executive,Yes
my.americorps.gov,americorps.gov,https://my.americorps.gov,Corporation for National & Community Service,Executive,No
ncccblog.americorps.gov,americorps.gov,http://ncccblog.americorps.gov,Corporation for National & Community Service,Executive,No
al-iproxy.ameslab.gov,ameslab.gov,http://al-iproxy.ameslab.gov,Department of Energy,Executive,No
alvideo.ameslab.gov,ameslab.gov,http://alvideo.ameslab.gov,Department of Energy,Executive,No
ameslab.gov,ameslab.gov,https://www.ameslab.gov,Department of Energy,Executive,No
cmi.ameslab.gov,ameslab.gov,http://cmi.ameslab.gov,Department of Energy,Executive,No
cybercrypt3.ameslab.gov,ameslab.gov,http://cybercrypt3.ameslab.gov,Department of Energy,Executive,No
external.ameslab.gov,ameslab.gov,http://www.external.ameslab.gov,Department of Energy,Executive,No
icq9.ameslab.gov,ameslab.gov,http://www.icq9.ameslab.gov,Department of Energy,Executive,No
matchem.ameslab.gov,ameslab.gov,http://www.matchem.ameslab.gov,Department of Energy,Executive,No
metcer.ameslab.gov,ameslab.gov,http://www.metcer.ameslab.gov,Department of Energy,Executive,No
mfrc.ameslab.gov,ameslab.gov,https://mfrc.ameslab.gov,Department of Energy,Executive,No
mpc.ameslab.gov,ameslab.gov,https://www.mpc.ameslab.gov,Department of Energy,Executive,No
msg.ameslab.gov,ameslab.gov,http://www.msg.ameslab.gov,Department of Energy,Executive,No
partners.mfrc.ameslab.gov,ameslab.gov,http://www.partners.mfrc.ameslab.gov,Department of Energy,Executive,No
quasi.ameslab.gov,ameslab.gov,http://www.quasi.ameslab.gov,Department of Energy,Executive,No
reflec.ameslab.gov,ameslab.gov,http://www.reflec.ameslab.gov,Department of Energy,Executive,No
sif.ameslab.gov,ameslab.gov,https://sif.ameslab.gov,Department of Energy,Executive,No
webmail-vip-2.ameslab.gov,ameslab.gov,http://webmail-vip-2.ameslab.gov,Department of Energy,Executive,No
webmail.ameslab.gov,ameslab.gov,http://webmail.ameslab.gov,Department of Energy,Executive,No
www.cmi.ameslab.gov,ameslab.gov,http://www.cmi.ameslab.gov,Department of Energy,Executive,No
www.external.ameslab.gov,ameslab.gov,http://www.external.ameslab.gov,Department of Energy,Executive,No
www.icq9.ameslab.gov,ameslab.gov,http://www.icq9.ameslab.gov,Department of Energy,Executive,No
www.matchem.ameslab.gov,ameslab.gov,http://www.matchem.ameslab.gov,Department of Energy,Executive,No
www.metcer.ameslab.gov,ameslab.gov,http://www.metcer.ameslab.gov,Department of Energy,Executive,No
www.mfrc.ameslab.gov,ameslab.gov,http://www.mfrc.ameslab.gov,Department of Energy,Executive,No
www.mpc.ameslab.gov,ameslab.gov,http://www.mpc.ameslab.gov,Department of Energy,Executive,No
www.msg.ameslab.gov,ameslab.gov,http://www.msg.ameslab.gov,Department of Energy,Executive,No
www.partners.mfrc.ameslab.gov,ameslab.gov,http://www.partners.mfrc.ameslab.gov,Department of Energy,Executive,No
www.quasi.ameslab.gov,ameslab.gov,http://www.quasi.ameslab.gov,Department of Energy,Executive,No
www.reflec.ameslab.gov,ameslab.gov,http://www.reflec.ameslab.gov,Department of Energy,Executive,No
www2.metcer.ameslab.gov,ameslab.gov,http://www2.metcer.ameslab.gov,Department of Energy,Executive,No
amtrakoig.gov,amtrakoig.gov,http://amtrakoig.gov,AMTRAK,Executive,No
anchorit.gov,anchorit.gov,https://www.anchorit.gov,Consumer Product Safety Commission,Executive,No
alcf.anl.gov,anl.gov,http://www.alcf.anl.gov,Department of Energy,Executive,No
doedata.alcf.anl.gov,anl.gov,http://doedata.alcf.anl.gov,Department of Energy,Executive,No
greenride.anl.gov,anl.gov,https://greenride.anl.gov,Department of Energy,Executive,No
igsb.anl.gov,anl.gov,http://igsb.anl.gov,Department of Energy,Executive,No
ipdatacall.iac.anl.gov,anl.gov,https://ipdatacall.iac.anl.gov,Department of Energy,Executive,No
petrelservice.alcf.anl.gov,anl.gov,https://petrelservice.alcf.anl.gov,Department of Energy,Executive,No
www.alcf.anl.gov,anl.gov,http://www.alcf.anl.gov,Department of Energy,Executive,No
www.ci.anl.gov,anl.gov,http://www.ci.anl.gov,Department of Energy,Executive,No
www.igsb.anl.gov,anl.gov,http://www.igsb.anl.gov,Department of Energy,Executive,No
anstaskforce.gov,anstaskforce.gov,http://anstaskforce.gov,Department of the Interior,Executive,No
autodiscover.aoa.gov,aoa.gov,http://autodiscover.aoa.gov,Department of Health And Human Services,Executive,No
help.applicationmanager.gov,applicationmanager.gov,https://help.applicationmanager.gov,Office of Personnel Management,Executive,No
helptest.applicationmanager.gov,applicationmanager.gov,https://helptest.applicationmanager.gov,Office of Personnel Management,Executive,No
apps.gov,apps.gov,https://apps.gov,General Services Administration,Executive,Yes
arc.gov,arc.gov,https://arc.gov,Appalachian Regional Commission,Executive,No
arcnet.arc.gov,arc.gov,https://arcnet.arc.gov,Appalachian Regional Commission,Executive,No
arctest.arc.gov,arc.gov,https://arctest.arc.gov,Appalachian Regional Commission,Executive,No
ig.arc.gov,arc.gov,http://ig.arc.gov,Appalachian Regional Commission,Executive,No
power.arc.gov,arc.gov,https://power.arc.gov,Appalachian Regional Commission,Executive,No
webta.arc.gov,arc.gov,http://webta.arc.gov,Appalachian Regional Commission,Executive,No
workplace.arc.gov,arc.gov,https://workplace.arc.gov,Appalachian Regional Commission,Executive,No
1940census.archives.gov,archives.gov,http://1940census.archives.gov,National Archives and Records Administration,Executive,No
aad.archives.gov,archives.gov,https://aad.archives.gov,National Archives and Records Administration,Executive,No
advisethepresident.archives.gov,archives.gov,https://www.advisethepresident.archives.gov,National Archives and Records Administration,Executive,Yes
annotation.blogs.archives.gov,archives.gov,https://annotation.blogs.archives.gov,National Archives and Records Administration,Executive,No
aotus.blogs.archives.gov,archives.gov,https://aotus.blogs.archives.gov,National Archives and Records Administration,Executive,No
apps-historyhub.archives.gov,archives.gov,http://apps-historyhub.archives.gov,National Archives and Records Administration,Executive,No
archives.gov,archives.gov,https://www.archives.gov,National Archives and Records Administration,Executive,Yes
arcis.archives.gov,archives.gov,http://arcis.archives.gov,National Archives and Records Administration,Executive,No
arcweb.archives.gov,archives.gov,https://arcweb.archives.gov,National Archives and Records Administration,Executive,No
arcwebdev.archives.gov,archives.gov,https://arcwebdev.archives.gov,National Archives and Records Administration,Executive,No
beta.archives.gov,archives.gov,http://beta.archives.gov,National Archives and Records Administration,Executive,No
blogs.archives.gov,archives.gov,http://blogs.archives.gov,National Archives and Records Administration,Executive,No
carter.blogs.archives.gov,archives.gov,https://carter.blogs.archives.gov,National Archives and Records Administration,Executive,No
catalog.archives.gov,archives.gov,https://catalog.archives.gov,National Archives and Records Administration,Executive,Yes
cmrsanalytics.archives.gov,archives.gov,http://cmrsanalytics.archives.gov,National Archives and Records Administration,Executive,No
declassification.blogs.archives.gov,archives.gov,https://declassification.blogs.archives.gov,National Archives and Records Administration,Executive,No
dev.research.archives.gov,archives.gov,https://dev.research.archives.gov,National Archives and Records Administration,Executive,No
education.blogs.archives.gov,archives.gov,https://education.blogs.archives.gov,National Archives and Records Administration,Executive,No
eisenhower.archives.gov,archives.gov,https://eisenhower.archives.gov,National Archives and Records Administration,Executive,Yes
eservices.archives.gov,archives.gov,http://eservices.archives.gov,National Archives and Records Administration,Executive,No
estore.archives.gov,archives.gov,http://estore.archives.gov,National Archives and Records Administration,Executive,No
fdr.blogs.archives.gov,archives.gov,https://fdr.blogs.archives.gov,National Archives and Records Administration,Executive,No
foia.blogs.archives.gov,archives.gov,https://foia.blogs.archives.gov,National Archives and Records Administration,Executive,No
founders.archives.gov,archives.gov,https://founders.archives.gov,National Archives and Records Administration,Executive,Yes
georgewbush-whitehouse.archives.gov,archives.gov,https://georgewbush-whitehouse.archives.gov,National Archives and Records Administration,Executive,No
gpeatest.archives.gov,archives.gov,http://gpeatest.archives.gov,National Archives and Records Administration,Executive,No
grantsmgmt.archives.gov,archives.gov,http://grantsmgmt.archives.gov,National Archives and Records Administration,Executive,No
historyhub.archives.gov,archives.gov,https://historyhub.archives.gov,National Archives and Records Administration,Executive,No
hoover.archives.gov,archives.gov,https://hoover.archives.gov,National Archives and Records Administration,Executive,Yes
hoover.blogs.archives.gov,archives.gov,https://hoover.blogs.archives.gov,National Archives and Records Administration,Executive,No
ija.archives.gov,archives.gov,https://ija.archives.gov,National Archives and Records Administration,Executive,No
letsmove.obamawhitehouse.archives.gov,archives.gov,https://letsmove.obamawhitehouse.archives.gov,National Archives and Records Administration,Executive,Yes
milrecs.archives.gov,archives.gov,http://milrecs.archives.gov,National Archives and Records Administration,Executive,No
narations.blogs.archives.gov,archives.gov,https://narations.blogs.archives.gov,National Archives and Records Administration,Executive,No
newera-pilot.archives.gov,archives.gov,http://newera-pilot.archives.gov,National Archives and Records Administration,Executive,No
ogis-foia.blogs.archives.gov,archives.gov,https://ogis-foia.blogs.archives.gov,National Archives and Records Administration,Executive,No
ogis.archives.gov,archives.gov,https://ogis.archives.gov,National Archives and Records Administration,Executive,Yes
preservation-conference-2011.wikis.archives.gov,archives.gov,http://www.preservation-conference-2011.wikis.archives.gov,National Archives and Records Administration,Executive,No
prologue.blogs.archives.gov,archives.gov,https://prologue.blogs.archives.gov,National Archives and Records Administration,Executive,No
pss.archives.gov,archives.gov,https://pss.archives.gov,National Archives and Records Administration,Executive,No
qaarcis.archives.gov,archives.gov,http://qaarcis.archives.gov,National Archives and Records Administration,Executive,No
qaorderonline.archives.gov,archives.gov,http://qaorderonline.archives.gov,National Archives and Records Administration,Executive,No
reagan.blogs.archives.gov,archives.gov,https://reagan.blogs.archives.gov,National Archives and Records Administration,Executive,No
reaganlibrary.archives.gov,archives.gov,https://reaganlibrary.archives.gov,National Archives and Records Administration,Executive,Yes
records-express.blogs.archives.gov,archives.gov,https://records-express.blogs.archives.gov,National Archives and Records Administration,Executive,No
rediscovering-black-history.blogs.archives.gov,archives.gov,https://rediscovering-black-history.blogs.archives.gov,National Archives and Records Administration,Executive,No
research.archives.gov,archives.gov,https://www.research.archives.gov,National Archives and Records Administration,Executive,Yes
researchdev.archives.gov,archives.gov,https://researchdev.archives.gov,National Archives and Records Administration,Executive,No
researchers.wikis.archives.gov,archives.gov,http://www.researchers.wikis.archives.gov,National Archives and Records Administration,Executive,No
search.archives.gov,archives.gov,https://www.search.archives.gov,National Archives and Records Administration,Executive,Yes
stack-pass.blogs.archives.gov,archives.gov,https://stack-pass.blogs.archives.gov,National Archives and Records Administration,Executive,No
text-message.blogs.archives.gov,archives.gov,https://text-message.blogs.archives.gov,National Archives and Records Administration,Executive,No
toolkit.archives.gov,archives.gov,http://toolkit.archives.gov,National Archives and Records Administration,Executive,No
transcribe.archives.gov,archives.gov,https://www.transcribe.archives.gov,National Archives and Records Administration,Executive,No
transforming-classification.blogs.archives.gov,archives.gov,https://transforming-classification.blogs.archives.gov,National Archives and Records Administration,Executive,No
trnarcis.archives.gov,archives.gov,http://trnarcis.archives.gov,National Archives and Records Administration,Executive,No
unwritten-record.blogs.archives.gov,archives.gov,https://unwritten-record.blogs.archives.gov,National Archives and Records Administration,Executive,No
vetrecs.archives.gov,archives.gov,http://vetrecs.archives.gov,National Archives and Records Administration,Executive,No
www.1940census.archives.gov,archives.gov,http://www.1940census.archives.gov,National Archives and Records Administration,Executive,No
www.advisethepresident.archives.gov,archives.gov,https://www.advisethepresident.archives.gov,National Archives and Records Administration,Executive,No
www.eisenhower.archives.gov,archives.gov,http://www.eisenhower.archives.gov,National Archives and Records Administration,Executive,No
www.hoover.archives.gov,archives.gov,https://www.hoover.archives.gov,National Archives and Records Administration,Executive,No
